"","X","Gender","Age","Education","Occupation","Income","q1k","q2k","q3k","q4k","Q5K1","Q5K2","Q5K3","Q5K4","Q5K5","Q5K6","Q6K","Q7K","Q8K","Q9K","Q10C1","Q10C2","Q10C3","Q10C4","Q10C5","Q10C6","Q10C7","Q11C1","Q11C2","Q11C3","Q11C4","Q11C5","Q12C1","Q12C2","Q12C3","Q12C4","Q12C5","Q12C6","Q13C1","Q13C2","Q13C3","Q13C4","Q13C5","Q14C","Q15C1","Q15C2","Q15C3","Q15C4","Q15C5","Q16P1","Q16P2","Q16P3","Q17P1","Q17P2","Q17P3","Q17P4","Q17P5","Q18I1","Q18I2","Q18I3","Q18I4","Q19C1","Q19C2","Q19C3","Q19C4","Q19c5","Q19c6","knwSum","sum5"
"543",543,2,22,2,1,2,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,1,3,3,1,1,2,1,1,1,1,1,5,2,4,3,6,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,1,4,3,2,6,5.33333333333333,0.333333333333333
"544",544,2,21,2,1,2,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,4,3,6,1,5,2,1,0,1,1,0,2,1,0,1,1,1,0,1,0,3,3,2,2,2,3,4,3,5,3,1,2,5,4,6,7.66666666666667,0.666666666666667
"545",545,2,30,3,4,2,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,5,6,1,3,4,2,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,1,3,5,4,2,6,7,1
"546",546,2,20,2,1,2,0,1,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,1,2,1,1,1,5,4,6,1,3,2,1,1,1,0,0,2,1,1,1,1,1,1,0,0,4,4,1,4,2,3,5,3,5,5,3,4,2,1,6,4.16666666666667,0.166666666666667
"547",547,2,21,2,1,2,1,1,1,1,1,1,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,3,5,6,4,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,5,1,3,4,2,6,5.5,0.5
"548",548,2,35,3,4,3,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,2,2,2,2,1,2,1,1,1,1,1,6,5,2,3,4,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,3,5,5,5,5,3,1,2,4,5,6,4.83333333333333,0.833333333333333
"549",549,2,35,3,4,2,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,3,1,1,1,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,1,0,0,1,1,1,0,0,1,3,3,3,3,2,3,3,4,5,5,2,3,1,4,6,7,1
"550",550,2,19,2,1,2,1,1,0,0,0,1,0,1,0,1,0,0,1,0,2,1,2,3,1,1,2,1,2,1,2,1,3,2,4,6,1,5,1,0,0,1,1,3,1,0,1,0,1,1,0,1,2,3,1,2,4,3,5,3,5,5,1,2,4,3,6,3.5,0.5
"551",551,2,23,2,4,2,1,1,1,1,1,1,0,0,0,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,4,5,6,1,2,3,0,1,1,0,1,1,1,0,0,1,1,0,1,1,2,2,2,2,2,2,1,2,2,3,2,4,5,1,6,6.5,0.5
"552",552,2,22,2,1,2,0,1,0,1,1,1,0,1,0,1,1,0,0,0,2,1,2,2,2,1,1,1,1,1,1,1,1,2,6,3,5,4,0,1,1,1,0,2,1,0,1,1,1,0,1,1,2,2,3,3,2,3,3,1,1,1,2,3,5,4,6,3.66666666666667,0.666666666666667
"554",554,2,21,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,1,1,2,3,3,3,1,1,5,2,6,3,4,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,2,1,1,2,2,5,3,4,5,2,1,5,4,3,6,7,1
"555",555,2,21,2,1,2,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,2,2,1,1,1,1,1,1,1,1,2,4,3,5,6,0,0,0,0,0,1,1,1,1,1,1,0,1,1,2,2,1,1,3,4,4,5,4,2,1,3,5,4,6,3.66666666666667,0.666666666666667
"556",556,2,26,2,4,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,2,1,2,2,2,1,2,1,1,1,1,1,4,3,5,2,6,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,2,2,1,1,2,5,5,5,5,5,3,2,4,1,6,6,1
"557",557,2,21,2,1,2,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,3,2,5,1,6,4,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,1,1,0,0,0,0,0,0,6.66666666666667,0.666666666666667
"558",558,2,20,2,1,2,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,2,2,1,1,1,1,1,1,1,1,3,5,6,4,1,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,2,2,1,4,4,3,5,2,1,3,4,5,6,5.5,0.5
"559",559,2,22,2,1,2,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,2,1,1,1,2,1,1,1,1,1,5,6,4,3,2,1,0,1,1,0,1,2,1,1,1,1,1,1,0,0,2,2,1,1,1,5,4,3,5,3,1,2,5,4,6,4.66666666666667,0.666666666666667
"560",560,2,20,2,1,2,1,1,0,0,1,1,1,0,0,0,1,1,1,0,2,1,1,1,1,1,2,1,1,1,1,1,2,5,1,4,3,6,1,1,1,0,0,1,0,0,0,0,1,1,0,0,2,1,1,1,2,4,5,5,5,2,3,5,4,1,6,5.5,0.5
"561",561,2,33,2,4,2,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,2,4,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,1,2,2,5,5,5,5,1,2,5,4,3,6,6,1
"562",562,2,25,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,1,2,2,1,1,2,1,1,1,1,1,6,4,1,2,5,3,0,1,1,1,0,3,0,0,0,0,1,1,0,0,3,3,2,1,3,4,4,4,5,5,4,2,3,1,6,6,1
"563",563,2,26,2,4,3,0,1,0,1,1,1,0,0,0,1,1,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,4,5,6,3,2,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,2,1,1,1,5,5,5,5,1,3,4,5,2,6,3.5,0.5
"564",564,2,20,2,1,2,1,1,0,1,1,1,0,1,1,1,1,0,1,0,2,1,2,2,1,1,1,1,1,1,1,1,3,5,6,2,4,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,2,2,2,2,2,4,5,5,5,2,3,4,5,1,6,5.83333333333333,0.833333333333333
"565",565,2,29,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,5,4,6,3,1,2,0,1,1,1,0,1,1,1,1,1,1,1,0,0,2,2,1,2,2,5,5,5,5,1,2,3,5,4,6,8,1
"566",566,2,25,2,2,2,1,1,1,1,0,0,0,0,0,1,1,0,1,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,3,6,4,5,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,2,5,5,5,5,5,1,4,2,3,6,7.16666666666667,0.166666666666667
"569",569,2,25,2,2,2,1,1,0,1,1,1,0,1,0,1,1,1,1,0,1,2,2,3,1,1,1,1,1,1,1,1,4,3,5,2,6,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,2,3,4,1,6,6.66666666666667,0.666666666666667
"570",570,2,24,2,1,2,1,1,0,0,1,1,0,0,0,1,1,0,0,1,2,3,3,1,1,1,2,1,1,1,1,1,6,5,3,1,2,4,1,0,1,1,0,1,1,1,1,1,1,0,1,0,2,2,3,2,3,1,2,2,2,5,1,3,4,2,6,4.5,0.5
"571",571,2,32,3,4,2,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,0,3,1,1,1,0,0,1,0,0,0,0,0,0,1,0,2,2,2,3,2,3,3,3,3,5,1,3,2,4,6,3.33333333333333,0.333333333333333
"572",572,2,20,2,1,2,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,1,6,4,5,2,3,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,2,1,1,5,5,4,5,2,1,5,4,3,6,7.66666666666667,0.666666666666667
"573",573,2,35,3,2,3,0,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,2,6,4,0,0,1,1,1,1,1,1,1,1,1,1,0,0,2,2,1,2,2,5,5,5,5,3,1,2,5,4,6,6,1
"574",574,2,18,2,1,2,0,1,1,0,1,1,0,0,0,1,0,0,0,0,2,2,2,2,2,2,2,1,1,1,1,1,2,1,6,3,5,4,0,1,1,1,0,1,1,1,1,1,1,0,1,0,2,2,2,2,3,5,5,5,5,3,1,5,4,2,6,2.5,0.5
"575",575,1,21,2,1,2,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,1,3,2,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,2,2,2,5,5,5,5,3,4,5,2,1,6,4.66666666666667,0.666666666666667
"576",576,2,20,2,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,5,4,3,2,0,1,1,1,0,1,1,1,1,1,1,0,1,0,3,1,1,1,2,5,5,5,5,5,2,4,3,1,6,7,1
"577",577,2,24,2,2,3,1,1,0,0,1,1,0,1,0,0,1,0,1,0,2,2,2,2,1,1,1,1,1,1,1,1,1,2,5,4,6,3,0,1,1,0,1,1,1,0,0,0,1,0,1,1,2,1,1,1,1,5,5,4,5,5,2,4,3,1,6,4.5,0.5
"578",578,2,29,2,2,3,0,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,2,1,1,2,1,1,1,1,1,4,5,3,1,6,2,0,1,1,0,1,2,1,0,1,1,1,0,1,0,1,1,1,1,2,4,4,5,5,5,3,2,4,1,6,4,1
"579",579,2,23,2,2,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,1,2,2,2,1,1,1,1,1,1,1,1,2,3,6,5,4,0,1,1,1,0,2,1,0,1,0,1,1,1,1,2,2,2,2,2,4,4,5,5,1,2,3,5,4,6,1.66666666666667,0.666666666666667
"580",580,2,41,2,4,3,1,1,1,1,1,1,1,1,0,1,1,0,1,1,2,2,2,3,1,1,1,1,1,1,1,1,1,2,3,4,5,6,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,0,0,0,0,0,0,7.83333333333333,0.833333333333333
"581",581,1,39,3,4,3,0,1,0,1,1,0,1,1,0,1,1,1,1,0,2,2,2,2,1,1,1,1,1,1,1,1,1,2,3,4,6,5,0,1,1,1,0,1,1,1,1,1,1,0,0,1,2,2,4,1,2,5,3,5,5,2,4,5,3,1,6,5.66666666666667,0.666666666666667
"583",583,2,19,2,1,2,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,4,5,6,1,3,2,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,5,4,5,5,2,1,4,5,3,6,5.66666666666667,0.666666666666667
"584",584,2,21,2,1,2,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,2,2,1,1,2,1,1,1,1,1,6,3,4,1,5,2,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,2,1,3,3,4,4,5,5,1,3,4,2,6,4.33333333333333,0.333333333333333
"585",585,2,30,2,4,2,1,1,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,2,1,1,1,3,3,3,1,1,3,4,6,2,5,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,1,3,4,5,2,6,4.66666666666667,0.666666666666667
"586",586,1,25,2,1,2,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,2,3,4,1,1,1,1,2,1,1,2,6,5,2,4,3,1,0,1,1,0,1,1,1,0,1,1,1,1,0,0,4,3,1,1,3,2,1,2,2,2,1,4,5,3,6,5.66666666666667,0.666666666666667
"587",587,2,43,3,2,2,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,6,3,5,4,0,1,1,1,0,1,1,1,1,1,1,0,1,1,2,2,2,2,3,3,4,4,2,5,4,2,3,1,6,5,1
"588",588,2,43,2,4,2,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,3,4,6,0,1,1,1,0,1,0,0,1,1,1,0,1,0,2,2,2,2,2,1,1,1,1,5,3,4,2,1,6,5.66666666666667,0.666666666666667
"589",589,2,19,2,1,2,1,1,0,0,1,1,1,0,0,1,1,1,0,0,2,2,1,3,2,1,1,1,1,1,1,1,1,5,3,4,2,6,1,1,1,0,0,2,1,1,0,1,1,0,0,1,2,2,3,2,2,4,4,4,4,5,3,4,2,1,6,4.66666666666667,0.666666666666667
"590",590,2,22,2,1,2,1,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,2,2,2,1,2,1,1,1,1,1,3,6,5,1,4,2,0,1,1,0,1,1,1,1,1,1,1,0,1,0,2,3,1,2,3,4,5,5,5,2,4,5,3,1,6,4.33333333333333,0.333333333333333
"591",591,2,23,2,1,2,1,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,4,2,5,3,6,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,2,2,4,4,4,4,1,2,3,5,4,6,5.5,0.5
"592",592,1,32,2,2,3,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,2,2,2,1,1,1,1,1,1,1,1,6,5,4,3,2,1,1,0,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,3,5,5,5,5,2,1,3,5,4,6,7.83333333333333,0.833333333333333
"593",593,1,23,2,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,2,2,1,1,2,5,5,5,5,4,1,5,3,2,6,6,1
"594",594,2,25,2,4,2,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1,2,2,1,1,1,1,1,1,1,5,6,4,2,3,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,1,1,1,1,2,1,1,1,1,5,4,3,2,1,6,6.16666666666667,0.166666666666667
"595",595,2,23,2,1,2,0,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1,2,2,1,1,1,1,1,1,1,1,5,1,2,6,4,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,1,1,1,2,1,2,1,5,4,3,6,5,1
"596",596,2,31,3,2,3,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,2,2,2,2,1,1,1,1,1,1,1,2,1,4,5,3,6,0,1,1,0,1,2,0,0,0,0,1,0,1,0,2,2,2,2,3,5,5,5,5,4,3,2,5,1,6,5.83333333333333,0.833333333333333
"597",597,1,38,3,2,4,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,1,5,6,0,0,0,0,0,2,0,0,0,0,1,0,0,1,3,3,2,3,4,2,2,2,2,1,2,4,3,5,6,6,1
"598",598,2,37,3,2,3,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,2,2,1,1,2,1,1,1,1,1,2,1,6,5,3,4,0,1,1,1,0,1,1,1,1,1,1,1,0,0,2,2,1,2,2,1,2,1,1,1,2,3,4,5,6,2.83333333333333,0.833333333333333
"599",599,1,27,2,2,3,1,1,0,0,0,1,1,1,0,1,1,1,0,1,2,1,2,3,1,1,2,1,1,1,1,1,5,6,4,3,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,2,4,5,3,6,5.66666666666667,0.666666666666667
"600",600,2,29,3,2,3,1,1,0,1,0,1,0,0,0,1,1,0,0,1,2,2,2,2,1,1,2,1,1,1,1,1,2,3,5,1,6,4,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,1,2,3,5,4,6,5.33333333333333,0.333333333333333
"601",601,2,29,2,2,2,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,2,4,1,1,1,1,1,1,1,1,2,1,3,4,5,6,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,2,1,2,2,5,5,3,5,3,1,4,2,5,6,6.83333333333333,0.833333333333333
"603",603,2,33,2,2,3,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,2,2,2,2,1,1,1,1,1,2,3,1,5,6,4,0,1,1,0,1,3,1,1,1,1,1,1,0,0,2,2,2,1,2,4,5,5,4,2,1,4,3,5,6,7.66666666666667,0.666666666666667
"604",604,2,27,2,4,2,1,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,1,1,1,4,5,1,2,6,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,2,1,1,1,5,5,5,5,1,2,4,5,3,6,5.83333333333333,0.833333333333333
"605",605,2,23,2,1,2,1,1,0,0,0,1,1,0,0,1,1,1,0,0,3,2,2,2,2,2,3,1,2,1,1,1,6,5,4,1,3,2,1,0,1,1,0,1,1,0,1,1,1,0,1,1,2,2,2,2,3,2,2,3,3,5,3,2,4,1,6,4.5,0.5
"606",606,2,39,3,4,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,2,2,1,1,1,1,1,3,1,5,6,4,2,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,2,2,2,4,4,5,4,1,3,4,5,2,6,7,1
"608",608,2,20,2,1,2,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,0,1,1,1,0,2,1,1,1,1,1,0,1,1,2,2,3,2,2,5,5,5,5,5,2,3,4,1,6,2.66666666666667,0.666666666666667
"609",609,2,28,2,2,3,0,1,1,0,1,1,1,1,0,1,1,0,0,0,2,2,3,3,1,1,1,1,1,1,1,1,6,4,3,2,5,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,2,2,2,1,3,5,4,5,5,5,1,2,3,4,6,3.83333333333333,0.833333333333333
"610",610,2,25,3,1,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,1,1,1,2,2,1,2,1,1,1,1,1,5,3,2,1,4,6,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,1,2,2,3,5,5,5,3,2,4,5,1,6,2.66666666666667,0.666666666666667
"611",611,2,35,3,4,3,1,1,0,1,1,1,1,0,0,1,1,1,1,1,2,2,1,3,1,1,2,1,1,1,1,1,1,3,5,2,4,6,1,1,0,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,2,2,2,2,3,3,4,2,5,1,6,7.66666666666667,0.666666666666667
"614",614,2,34,2,2,3,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1,2,1,2,1,1,2,1,1,1,1,1,5,4,2,1,6,3,1,1,1,0,0,1,1,1,1,0,1,1,0,0,2,2,2,1,1,5,5,5,5,5,4,3,2,1,6,3.5,0.5
"615",615,2,39,3,4,2,0,1,0,1,1,1,1,0,0,1,1,1,0,0,2,1,2,2,3,2,2,1,1,1,1,1,5,6,4,1,2,3,1,1,1,0,0,3,1,1,1,1,1,0,1,1,3,4,3,3,3,5,5,5,5,5,1,2,4,3,6,4.66666666666667,0.666666666666667
"616",616,2,26,2,2,3,1,1,0,1,1,1,1,1,1,1,1,1,0,0,2,2,2,2,1,1,1,1,1,1,1,1,4,5,6,2,1,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,2,2,2,3,1,1,1,1,5,2,4,1,3,6,6,1
"617",617,1,30,3,2,3,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,3,3,1,1,1,1,1,1,1,1,2,1,3,4,5,6,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,5,1,2,4,3,6,7.83333333333333,0.833333333333333
"618",618,2,29,3,4,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,3,6,1,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,5,1
"619",619,2,21,2,1,2,0,1,0,1,1,1,0,0,0,0,1,1,0,1,2,1,2,2,2,2,2,1,3,1,2,1,1,6,4,5,3,2,1,1,1,0,0,2,0,0,1,0,1,0,1,0,2,2,2,2,4,3,4,4,4,5,2,4,3,1,6,5.33333333333333,0.333333333333333
"621",621,2,40,3,2,2,0,1,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,6,1,2,3,5,4,0,1,1,0,1,1,1,1,1,1,1,0,1,1,3,2,2,2,2,5,5,5,5,5,4,3,2,1,6,3.66666666666667,0.666666666666667
"622",622,2,29,2,2,3,0,1,0,1,1,1,0,1,0,0,1,0,1,0,2,2,2,4,1,2,1,1,1,1,1,1,5,4,6,3,2,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,3,3,2,2,3,5,5,5,5,3,1,4,5,2,6,4.5,0.5
"623",623,1,34,2,2,2,1,1,0,1,1,1,0,0,0,1,1,1,0,0,2,2,2,2,2,2,2,1,1,1,1,1,1,4,5,2,3,6,1,1,1,0,0,2,1,1,1,1,1,0,0,1,1,2,1,1,1,2,2,1,1,4,1,5,3,2,6,5.5,0.5
"624",624,1,45,1,3,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,3,1,2,4,5,6,1,1,1,0,0,3,0,1,1,0,0,0,0,1,3,3,2,2,3,4,3,3,3,5,3,4,2,1,6,3.5,0.5
"625",625,1,53,3,2,3,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,1,1,4,6,5,3,2,0,1,1,0,1,2,1,0,1,1,1,0,0,1,2,2,2,2,3,3,4,5,3,4,5,2,3,1,6,6.83333333333333,0.833333333333333
"626",626,1,24,2,4,3,0,1,1,1,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,3,5,6,1,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,5,2,3,4,1,6,5.5,0.5
"627",627,2,21,2,1,2,0,1,1,1,1,1,0,0,0,1,1,1,0,1,2,2,3,3,3,2,1,1,2,1,1,1,6,5,3,4,1,2,1,0,0,1,1,2,0,0,0,0,1,0,0,1,2,3,3,2,4,3,4,2,1,3,5,2,4,1,6,6.5,0.5
"628",628,2,20,2,1,2,0,1,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1,2,1,1,1,1,1,1,1,1,4,3,2,6,5,1,0,1,1,0,1,2,0,0,0,1,1,0,0,1,3,3,3,2,2,3,5,4,4,2,1,5,3,4,6,3.66666666666667,0.666666666666667
"629",629,2,18,2,1,2,0,1,1,1,1,1,0,0,0,1,0,1,0,0,1,2,2,2,2,1,2,1,1,1,1,1,3,4,5,6,2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,1,2,2,2,3,3,3,2,2,1,2,1,3,4,5,6,4.5,0.5
"630",630,2,19,2,1,2,0,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1,2,3,2,1,1,1,1,1,2,2,3,4,5,1,2,6,1,0,0,1,1,1,0,0,0,0,1,0,1,0,2,2,1,2,1,5,5,3,3,5,1,3,2,4,6,3.5,0.5
"631",631,2,20,2,1,2,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,1,2,2,1,1,2,1,1,1,1,1,6,1,3,2,4,5,1,1,1,0,0,2,1,0,1,0,1,0,1,1,1,1,2,2,3,1,1,1,2,4,1,2,3,5,6,3.16666666666667,0.166666666666667
"632",632,2,25,2,2,2,0,1,0,0,1,1,1,1,1,1,1,0,1,0,2,2,2,3,1,1,1,1,1,1,1,1,5,1,3,4,6,2,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,2,2,2,2,1,1,1,1,3,1,5,4,2,6,4,1
"633",633,2,20,2,1,2,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,5,4,3,2,6,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,2,2,5,5,5,5,5,1,3,4,2,6,6.5,0.5
"634",634,2,20,2,1,2,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1,3,1,2,2,1,1,1,1,2,2,2,3,6,4,5,1,2,1,1,1,0,0,3,0,0,1,0,1,1,1,1,3,2,3,1,1,5,3,4,5,1,2,5,4,3,6,2.83333333333333,0.833333333333333
"637",637,1,45,1,3,2,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,1,2,2,2,2,1,1,1,1,1,4,6,5,2,1,3,1,1,1,0,0,1,1,1,0,0,1,0,0,1,3,3,3,3,4,1,1,1,1,4,3,2,1,5,6,4.5,0.5
"639",639,1,47,1,3,2,1,1,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,5,6,3,2,1,4,0,0,1,1,1,2,1,0,1,1,1,0,0,1,2,3,2,3,3,1,1,1,1,4,1,2,3,5,6,4.66666666666667,0.666666666666667
"640",640,2,24,2,1,2,1,0,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1,2,2,2,2,1,1,1,1,1,3,1,2,6,5,4,1,0,1,1,0,2,1,0,1,1,1,0,1,0,3,3,3,2,2,2,1,1,1,2,1,4,3,5,6,3.83333333333333,0.833333333333333
"642",642,2,21,2,1,2,0,1,1,1,1,1,1,1,1,1,1,1,0,0,2,2,3,3,1,1,2,1,1,1,1,1,5,4,6,3,2,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,2,2,3,3,4,4,4,4,4,4,2,1,3,5,6,6,1
"643",643,2,21,2,1,2,0,1,1,1,1,1,0,0,0,0,1,1,1,0,3,3,4,3,4,2,3,2,3,1,2,1,1,5,3,6,2,4,0,0,0,1,1,1,1,1,1,1,1,0,1,0,2,2,3,1,4,3,2,2,3,1,2,3,4,5,6,6.33333333333333,0.333333333333333
"644",644,1,20,2,1,2,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,3,4,6,5,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,2,1,1,3,5,4,4,4,3,1,4,2,5,6,6.66666666666667,0.666666666666667
"645",645,1,18,2,1,2,0,1,1,1,1,1,0,0,0,1,1,1,1,0,1,2,1,1,1,2,2,1,1,1,1,1,2,1,5,3,4,6,0,1,1,1,0,1,1,1,1,1,1,1,1,0,1,2,2,2,2,4,1,4,5,4,1,5,3,2,6,6.5,0.5
"646",646,1,19,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,2,1,3,4,5,6,6,1
